Tweet id	Poster username	Tweet post Date	Tweet text	Number of retweets	Tweet type
1100408403598299137	@fredrikacollins	2019-02-26 20:23:02	@ GretaThunberg you are inspiring Doctors in London to play our part in combatting climate change on behalf of our patients! 🌿🌱 # CroydonGlobalHealthSeriespic.twitter.com/cdft6Xp0vb	0	Tweet
1100400192757616640	@CajunClimateGuy	2019-02-26 19:50:25	@ GretaThunberg perhaps you would be interested in joining this lawsuit against the US government for allowing climate change. And perhaps initiating one against your government? Could such a lawsuit be brought before the International Court of Justice in The Hague? https://twitter.com/billmckibben/status/1100399211936387072 …	0	Retweet
1100294632863383552	@sabarobe	2019-02-26 12:50:57	@ GretaThunberg Today @ repubblica about the young italian strikers for climate change. # ClimateStrike # FridaysForFuture # climateaction # climatechangepic.twitter.com/vqMtK1vKcC	0	Tweet
1100270547282337792	@nimist1	2019-02-26 11:15:15	Also - there's a difference between spending money on climate mitigation (as the EU has promised) and spending money on climate change prevention. Mitigation includes actions to make the effects of climate change less severe but doesn't focus on necessary actions to cut emissions	0	Tweet
1100242405595406336	@JRavetch	2019-02-26 09:23:25	@ GretaThunberg I’m really inspired by what you are doing. I’m making a short film on climate change and I’m planning on showing my high school, because to show them how serious this is and try to get my school to strike.	0	Tweet
1100207140751298560	@FusionProgGuy	2019-02-26 07:03:17	@ GretaThunberg This video by Richard Alley from Penn State Earth and Environmental Systems Institute @ PSUEarth called "The Biggest Control Knob: Carbon Dioxide in Earth's Climate History" is my fave scientific presentation about climate change. https://youtu.be/RffPSrRpq_g	0	Tweet
1100207061894189056	@Chaz3931	2019-02-26 07:02:59	Why `Climate Change' is a huge HOAX. Get your teachers to put this in their curriculum for intensive study. https://www.thenewamerican.com/tech/environment/item/30931-un-boss-use-climate-action-to-transform-world?fbclid=IwAR0BaDs0dBC0sNZHRPVTE-aGYVkJ3h9R38R4__F80W3GAr9SC_3FMH7JEYk … https://en.m.wikipedia.org/wiki/List_of_scientists_who_disagree_with_the_scientific_consensus_on_global_warming?fbclid=IwAR3_QFtMM6DdZfnFd0Sos44ygnvoZ7tL9XunOCCK3fGfkG2w6HOXD5Ok3Yg … https://principia-scientific.org/2018-500-papers-support-skeptics-on-climate-alarm/?fbclid=IwAR145vRExOw8pPKy_U7scJCursxyIJiJ9IrhBC1Vefnkinq0RyZ-t5NJTvc … http://humansarefree.com/2016/09/over-30000-scientists-declare-climate.html?m=0&utm_campaign=shareaholic&utm_medium=facebook&utm_source=socialnetwork&fbclid=IwAR3s_ovafi2iW62SF6dqdVOyrZYgEVeaIgjpUWNCvavaIupgJXwdQjOkcAw …https://www.youtube.com/watch?v=oYhCQv5tNsQ&feature=youtu.be&fbclid=IwAR14_Vgb9LNzqgynpjlyUZ-wU4eTHReASrwNC60SCZ3kVnHZ9aaqP9EyFXI …	0	Tweet
1100204652811952128	@ImaWomyn	2019-02-26 06:53:24	@ GretaThunberg I am an American high school teacher and am trying to teach my students the importance of climate change and that they can make a difference. I would like to set up an in-class Skype session with some other students taking part in your movement. Can you recommend?	0	Tweet
1100153367731392513	@Chaz3931	2019-02-26 03:29:37	U.N. Boss admits to Climate Change HOAX. https://www.thenewamerican.com/tech/environment/item/30931-un-boss-use-climate-action-to-transform-world?fbclid=IwAR0BaDs0dBC0sNZHRPVTE-aGYVkJ3h9R38R4__F80W3GAr9SC_3FMH7JEYk …	0	Tweet
1100152968890920960	@Chaz3931	2019-02-26 03:28:02	THE CLIMATE CHANGE HOAX - Only gullible bewetters belive that nonsense. http://humansarefree.com/2016/09/over-30000-scientists-declare-climate.html?m=0&utm_campaign=shareaholic&utm_medium=facebook&utm_source=socialnetwork&fbclid=IwAR3s_ovafi2iW62SF6dqdVOyrZYgEVeaIgjpUWNCvavaIupgJXwdQjOkcAw …	0	Tweet
1100102401854451712	@Helen_Pep	2019-02-26 00:07:06	@ GretaThunberg is incredible and everyone should watch this. "The disarming case to act right now on climate change" (Greta Thunberg | TEDxStockholm) https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … via @ TEDTalks	0	Tweet
1100079635331801094	@InfraroodF	2019-02-25 22:36:38	And who is gonna pay that.???? FUCK of.. there is no climate change. The climate is changing so long as this world exist..	0	Tweet
1100040653357096960	@ClimateDepot	2019-02-25 20:01:44	Why only "hundreds of billions" to combat climate change!? Don't you care about future generations? Kids should protest you for not demanding HUNDREDS OF TRILLIONS be spent. Why not spend more!?	1	Tweet
1100031461502214144	@AbuStifay	2019-02-25 19:25:12	Using such weak arguments actually helps climate change deniers...	0	Tweet
1100016718834008064	@Irene34799239	2019-02-25 18:26:37	EU countries need to back off their support for US sponsored regime change in Venezuela if they're serious about preventing climate change. Wars create obscene amounts of carbon emissions as well as obscene numbers of innocent casualties	0	Tweet
1099998130316156929	@OBYONETAOPY	2019-02-25 17:12:45	hey, please stop calling it climate change, it is an expression forged by politicians to dilute the problem, instead call is what it is really, GLOBAL WARMING, because that is what it is, and with the expression GLOBAL WARMING, everyone cant miss the real problem they face pic.twitter.com/sZKJIEcFc7	2	Tweet
1099984172570038273	@Svarlingo	2019-02-25 16:17:18	The European Union could even MAKE hundreds of billions of euros combating climate change! 👌	0	Tweet
1099983088585719810	@LindaKebbab	2019-02-25 16:12:59	Weather for a few days is not a explanation of global climate change and warming. So because of plane pollution, you came in our city by sailboat ?	8	Tweet
1099972017162518528	@WAVE_europe	2019-02-25 15:29:00	@ GretaThunberg inspired teenagers & students across the world 2 protest global warming. EU Commission President Juncker has pledged that every 4th € spent within the EU budget will go towards action to mitigate climate change. http://reut.rs/2SWUK4I # MondayMotivation	2	Tweet
1099949985552953344	@AOECOIN	2019-02-25 14:01:27	# ClimateLIARISTS exposed again as Arctic sea ice volume measures steady over 12 years as the Cult of Climate Change lies, manipulates, brainwashes all now also the kids to do dirty political work for them instead of supporting # Breakthrough Energy # Innovators as Still run from.pic.twitter.com/NlvzDdSC5E	0	Tweet
1099948078654607361	@SportsDean	2019-02-25 13:53:52	Why not grow millions, if not billions, of mangrove trees and bamboo grass? They can fight against all weathers. Climate change cannot be solved by technology for they don't possess life.	0	Tweet
1099910630616764417	@JHDorresteijn	2019-02-25 11:25:04	Yes Greta, we need a new way of thinking. But, this is an issue that is so much bigger than climate change! You children need wise people who are able to think in this new way. I hope you will go on with asking for help! It will come!	0	Tweet
1099803908191461377	@SteB777	2019-02-25 04:20:59	@ GretaThunberg and @ KevinClimate - Have you ever seen this video on soil? It would be a great model to use for what could be a widely shared video on climate change. https://vimeo.com/iasspotsdam/letstalkaboutsoil-english …	0	Tweet
1099782040910815234	@Siobhan_Neill	2019-02-25 02:54:06	My ten year old son has Aspergers too and is also very passionate about climate change. You are doing wonderful job Greta.	0	Tweet
1099758747617054721	@CajunClimateGuy	2019-02-25 01:21:32	@ GretaThunberg mobilized more people in more countries in a shorter amount of time than all adults, combined. And, she's gotten a pledge of over a billion dollars to combat climate change. Again, more money than all adults combined. # climatestrikehttps://twitter.com/citizensclimate/status/1099670417466372097 …	0	Retweet
1099752445679489026	@Mr__Strangelove	2019-02-25 00:56:30	So how many times you've been in Paris in feb/march? I tell you this Greta. Wheather has changed drasticly all my 64 years in life. It's nit that smart to connect any weather day with 'climate change' - but quite easy 😎	0	Tweet
1099731726820171776	@SimLazR	2019-02-24 23:34:10	Wow thats stupid. A cold summer is not a proof of a non-existing climate change. But a warm winter day is suddenly a proof of climate change?	0	Tweet
1099717628145340416	@MolteniSander	2019-02-24 22:38:08	Pretty stupid argument. When people, living in Chicago have encountered Siberian temperatures last month, then you'd have to say... there's no such thing like climate change... which is of course as stupid. More than 13.000 people liked this tweet??	0	Tweet
1099717236468731905	@TheGoodLenin	2019-02-24 22:36:35	That's fantastic news! Why you might ask? Because people can turn off heating systems - even in the winter! Which in turn is good for stopping the climate change!	0	Tweet
1099716498879324160	@jesus_on_es	2019-02-24 22:33:39	I love climate change! pic.twitter.com/59FHazOpNQ	0	Tweet
1099712698189860865	@PaoloPanareo	2019-02-24 22:18:33	Hi everyone,i launched this petition on http://Change.org : Milano Cop26. I presented the candidacy of Milan to host the United Nations Climate Change Conference. http://chng.it/m8RDzPVZzw	1	Tweet
1099686354747826177	@MattHouben	2019-02-24 20:33:52	Why is it that when it is unusually warm, it is always climate change, and when it is ununsaully cold, it is always just the weather?	0	Tweet
1099665589042319362	@genericwhtemale	2019-02-24 19:11:21	Foolish boomers: its cold outside, this is proof climate change isnt real Enlightened zoomers: Its warm outside, this is proof climate change is real	0	Tweet
1099641453100363777	@WeVote4Pax	2019-02-24 17:35:27	Take a bite out of climate change via my links for options for climate action leadership for your family	1	Tweet
1099633519490265088	@samanth_lanka	2019-02-24 17:03:55	@ GretaThunberg Hello. This is Samanth Lanka, trainee journalist from India. I'm writing an article about climate change.Can I have a discussion regarding the issue. It would be great if I can mention your view in the article.	0	Tweet
1099628542244077568	@PatrikAngelholm	2019-02-24 16:44:09	Weather and climate are 2 different things. Extremely lot of snow and avalanches now in the alps oppositely doesnt mean theres no climate change. Btw you seem to travel a lot. Have in mind that no way of transport is free from CO2-emissions.	1	Tweet
1099622560193568769	@EmilyDempster3	2019-02-24 16:20:23	@ GretaThunberg you are fantastic. We need more people to speak out.I will be going as part of an expedition to the Amazon to do climate change research soon to see the effects on local people and wildlife. We need action before it's too late # ClimateChangehttps://twitter.com/GretaThunberg/status/1099347793985064960 …	0	Retweet
1099593377929183232	@vincent945	2019-02-24 14:24:25	Enjoy Greta. Have a Nice trip (very few YellowJackets Today 😃) And for the climate change it’s way too late to prevent anything I’m afraid. Solutions (if any exist) will be now technical and scientific ones i.e Industrial ones = ones permiting to make benefits	0	Tweet
1099593061347123200	@michy3691	2019-02-24 14:23:09	I loved your speech and congratulate you for your strength in speaking truth the power and your clear message. It is working. Slowly so far, but like most things it will gain momentum as it moves. Election candidates everywhere are making climate change policy a key issue. 👏👏	1	Tweet
1099586309012799488	@MikeWheeler14	2019-02-24 13:56:20	Might need to enjoy it while we can as in future rise in sea temperature and melting of arctic ice will ‘switch off’ the Gulf Stream and plunge Europe into a much colder climate. Climate change is real.	0	Tweet
1099582251019522049	@rahrah98765	2019-02-24 13:40:12	@ GretaThunberg what you are doing is incredibly awesome and your right. It is up to the adults to save our planet for yours and future generations. It’s a real shame that our President doesn’t even believe in climate change & has taken steps to hinder our efforts so end climate	0	Tweet
1099579500050948096	@LegalLuK	2019-02-24 13:29:16	I wish there was something like a snowball, but for heat. You could show people something like that as proof for climate change...	0	Tweet
1099568552057757697	@jdumdum	2019-02-24 12:45:46	Don't confuse weather on a particular day and climate change. Some February hot temperatures from Montsouris' weather station : - Feb 10 1899 : 19,6° - Feb 18 1950 : 18° - Feb 2 1957 : 19° By picking some temperatures I could tell you climate is cooling ! http://www.meteo-paris.com/ile-de-france/records/mois/fevrier …	1	Tweet
1099545738894163968	@ThisAkter	2019-02-24 11:15:07	That's impact of climate change. Ensure to heatwaves reduce and environment.	0	Tweet
1099528247564476417	@AnilRambally	2019-02-24 10:05:37	Greta, your bravery is inspiring! Time is running out, we have no option but to act NOW to minimize the impact of climate change.	0	Tweet
1099439795913347072	@dieuleveul	2019-02-24 04:14:08	Le parallélisme avec Trump et son « we need climate change » est frappant. Les objecteurs de conscience climatique sont-ils les égaux de climato-sceptiques ?	0	Tweet
1099438630681092097	@okapikipok1	2019-02-24 04:09:30	Nothing to do about climate change, but maybe interesting... Today @ EmmanuelMacron said that we must regulate wolfs population (obv by killing some of them). Is this ok for you ?https://www.20minutes.fr/planete/2458215-20190223-salon-agriculture-emmanuel-macron-annonce-vouloir-reguler-populations-loups …	0	Tweet
1099395858074927104	@platon751	2019-02-24 01:19:33	Almost 4 bln people in Africa. Double the size in a couple of years ... how will you teach them about climate change?	0	Tweet
1099393148760064001	@are_turi	2019-02-24 01:08:47	I thought you said weather and climate are entirely different things like when it’s cold in winter it doesn’t have bearings on the climate change	0	Tweet
1099388621700816896	@samanth_lanka	2019-02-24 00:50:47	@ GretaThunberg Hello. I am Samanth Lanka, trainee journalist from India. I am writing an article about climate change. I want to know your view regarding the issue. It would be great in the article if I include your interview. Can we have a discussion?	0	Tweet
1099382299907538944	@Stvedie	2019-02-24 00:25:40	This has nothing to do with # climate # change. That quite normal, regarding weather the past 200.000 years. But nevertheless we have to something against rapidly rising # CO2 in # atmosphere.	0	Tweet
1099382289551757313	@TheMetroidPrime	2019-02-24 00:25:38	This is as relevant as Trump saying climate change isn't real because it was -40°C in Chicago.	0	Tweet
1099373027978932224	@vmakepiece	2019-02-23 23:48:49	Can you tweet a "Top Ten personal ACTIONS to stop climate change" and a "Top Ten political ACTIONS to stop climate change" ?	0	Tweet
1099372078724046848	@GarthMihalcheon	2019-02-23 23:45:03	Greta, you speak the truth for humanity. When I was your age I feared for our biosphere because of pollution. Now that I’m 65 years old the science is so much better and so much scarier. Together, young and old, climate change is the greatest challenge of our lives!	0	Tweet
1099365569651003392	@lorenza71319	2019-02-23 23:19:11	Absurd!! That’s what climate change can do it’s very scary.	0	Tweet
1099362224613871618	@RogerHuber10	2019-02-23 23:05:54	Weather isn't climate. If the Climate change goes forward it'll get colder in Europe not hotter.	0	Tweet
1099355381237796866	@GalaMolecules	2019-02-23 22:38:42	Weather is not climate. Therefore weather cannot prove climate change. This tweet is the equivalent of Trump saying global warming does not exist because it's cold in the USA.	2	Tweet
1099351734814674944	@ForTheirFuture_	2019-02-23 22:24:13	I like that analogy. Climate change can be pretty hard to look at directly though without becoming terrified and overwhelmed. Finding ways we can engage with the issue that feel empowering and effective is important.	2	Tweet
1099349246644547585	@2beinparadise	2019-02-23 22:14:19	You're absolutely right, spring in Februari!? I must say that I enjoy this part of climate change. Must be the frog cooking thing 😉 Btw a little cape on the back and a logo on the front would suit you in this pic climarte girl 👊🍀❤️ Enjoy your weekend.	0	Tweet
1099341123988922368	@CapaTosta122	2019-02-23 21:42:03	@ GretaThunberg 1987 climate change discussion with @ SenSanders and a group of school children.https://twitter.com/BethLynch2020/status/1099163338397822978 …	0	Retweet
1099339102531584006	@_chicky_little	2019-02-23 21:34:01	Snow in Tucson AZ. Weather or climate change? Please don't confuse the two. (psst, the correct answer is # climatechange)https://twitter.com/Tucson_Police/status/1099091668400189440?s=19 …	0	Retweet
1099326438245683200	@krishkaran2009	2019-02-23 20:43:42	@ GretaThunberg in Hindu scriptures it was said that when destructive humans increases God will descent down to save the righteous people. You are the Lord of Youth to save this Earth from climate change.	0	Tweet
1099325166201524224	@jhg_90	2019-02-23 20:38:38	That's really a sign for Climate Change!	0	Tweet
1099321497514999808	@JimothySeed	2019-02-23 20:24:04	I hate climate change.	0	Tweet
1099312018614562816	@DrBeatBrunner	2019-02-23 19:46:24	To those saying weather is not climate: Correct! But there is a relation: Climate is also weather statistics. So if there is a single weather event, it's just part of statistics, if it repeats itself with the same trend (e.g. unusual extreme events) it's climate (climate change).	2	Tweet
1099308095585497088	@Force10Rulz	2019-02-23 19:30:48	@ GretaThunberg here in Seattle Washington we had the hottest summer and this winter record snow. Not sure why people deny climate change. One way to help is to get you parents to buy the eco egg for laundry. It works well and by taking those large plastics bottles out of the	0	Tweet
1099299757841965056	@TheNimbus	2019-02-23 18:57:40	That single event doesn't imply climate change necessarily. Firstly W-European "summer" is only a facet of a typical blocking weather pattern which by the way causes bitter cold in the eastern parts. You have to be careful with such statements, bc of your role as an activist :).	0	Tweet
1099294445772701696	@carlitosmeola	2019-02-23 18:36:34	ITALY +15 to 5 climate change is now 🇮🇹	0	Tweet
1099285969847701506	@Meteos_	2019-02-23 18:02:53	France temperature comparaison with before climate change pic.twitter.com/81l78XF8En	2	Tweet
1099285551545491457	@coffndrop	2019-02-23 18:01:13	here's the outlook for next week in vienna: 18C in february. climate change is happening *now*. pic.twitter.com/9CruvZCm5Q	0	Tweet
1099282614723186688	@mexikoi2	2019-02-23 17:49:33	I love the way people are trying to 'educate' you on the difference between weather and climate change! Are we not allowed to mention unseasonal weather anymore for fear of being conflated with climate change deniers?	0	Tweet
1099277647367077889	@johnleremainer	2019-02-23 17:29:49	Don't confuse weather with climate. Unless an event is part of a pattern it's not a reliable marker. Using single events as evidence of climate change is a mistake often made by climate deniers. We need to be careful.	60	Tweet
1099221784572907520	@stulgma	2019-02-23 13:47:50	@ GretaThunberg have you heard about # Projectdrawdown? Its a plan to revert climate change with justified solutions...	0	Tweet
1099143430305763328	@Rabibehera64	2019-02-23 08:36:29	@ GretaThunberg congratulations to you Greta for the great initiative in # Paris to combat # climate change # FridaysForFuture movement. Hope u will bring the movement to India. Our solidarity with u. # President, Samajwadi Party Odisha State, India.	0	Tweet
1099013377999937536	@AlbanSquiban	2019-02-22 23:59:42	@ GretaThunberg, who is 16, understands more about Climate change than the dude, @ realDonaldTrump, who is vacationing at the white house...Horrifying. # Trump # climatechange	1	Tweet
1098986830379343879	@KAdnoub	2019-02-22 22:14:13	@ GretaThunberg How would nuclear war affect the climate? – Climate Change: Vital Signs of the Planet # ClimateChange # Peacehttps://climate.nasa.gov/news/483/how-would-nuclear-war-affect-the-climate/#.XHAmZSHmPkB.twitter …	0	Tweet
1098986252584583168	@marina_kovari	2019-02-22 22:11:55	Agree. But now climate change requires a huge intergenerational action with no barriers, no frontiers, no discriminations, no excuses. We are all on the same Planet/Problem. We need to find a common solutions. It's about time not age.	0	Tweet
1098968440138805248	@timbo47	2019-02-22 21:01:08	@ GretaThunberg Children are learning more out of school since the strike: GEOGRAPHY: Where climate change is affecting us; which countries are the worst polluters BIOLOGY: Which species have decreased dramatically recently MATHEMATICS: Calculating how long we can stay here.	1	Tweet
1098963842040848384	@PaoloPanareo	2019-02-22 20:42:52	Hi everyone,i launched this petition on http://Change.org : Milano Cop26. I presented the candidacy of Milan ti host the United Nations Climate Change Conference. http://chng.it/m8RDzPVZzw	1	Tweet
1098962268811939845	@the_ecofeminist	2019-02-22 20:36:37	We hope to have same in Nigeria soon where by we will have tens of thousands marching against climate change. # fridaysforfuture # ClimateStrikeNG	16	Tweet
1098886015765204992	@VeryRealRichard	2019-02-22 15:33:37	I am totally on your side and support what you School students are doing. There is no time to waste and no action (to prevent Climate Change) unworthy. Thankyou!	0	Tweet
1098874266240643072	@publio71	2019-02-22 14:46:55	@ GretaThunberg how many bullshit you say about climate change???	0	Tweet
1098867318690598913	@sci_ie	2019-02-22 14:19:19	By stepping out of school for a while, you are all actually bringing the adults back to school on climate change instead. Well done to you all. Besides, what good is school without a human habitat to survive in? It's clear to me you ARE preparing for your future.	3	Tweet
1098862463259496448	@FLMyrrdin	2019-02-22 14:00:01	I can't go but I wish I was. I hope you find that french people are open and ready to act against climate change ! Best of luck to you all✊😤	0	Tweet
1098844370592321542	@Jaazzzz___	2019-02-22 12:48:08	@ GretaThunberg, about your speach in Brussels. Good... to make people aware about the climate change. Bad... to ask people to skip school. Stupied... to only criticize and not bringing solutions in your speech.	0	Tweet
1098810510538006528	@NancyeBelding	2019-02-22 10:33:35	@ GretaThunberg just raised $1 TRILLION from EU to combat climate change. Where are you on Green New Deal, @ McConnellPress and @ realDonaldTrump ?	0	Tweet
1098710217137815556	@renerex2003	2019-02-22 03:55:03	@ GretaThunberg https://www.youtube.com/watch?v=wuKJSwkCHwE … - , As the late Canadian minister of the environment, Christine Stewart said: ‘No Matter If The Science Of Global Warming Is All Phony . . . Climate Change Provides The Greatest Opportunity To Bring About Justice And Equality In The World.’	0	Tweet
1098656641820573696	@Zwinak2020	2019-02-22 00:22:10	@ GretaThunberg Brilliant speeches & organized activism are crucial to making change, however, more important is to educate young people about how they are contributing to climate change by consuming goods that harm the environment, such as smartphone, jet travel and eating meat.	0	Tweet
1098652171543998464	@JukkaPSeppl	2019-02-22 00:04:24	Congrats @ GretaThunberg for igniting masses for the fight against the climate change! 👏👍 We would like to invite you to be a speaker at our Vaasa Climate Change Conference & Networking Forum 2019 in Vaasa Finland (26.-28.9.2019). I just sent a FB Personal message to your FB acc	2	Tweet
1098647821249638401	@lifelate	2019-02-21 23:47:07	@ GretaThunberg I guess no one informed you that Climate Change is a Hoax https://newspunch.com/40-scientific-papers-global-warming/?fbclid=IwAR32UD0y8kzlN5mNxiJrqNFjy0Iu1oW2-5PhKPZN3rvNv-RiuYavn9YxxCA …	0	Tweet
1098569802791161857	@lewisjonreeves	2019-02-21 18:37:06	@ GretaThunberg Hi! I’m currently producing a radio show about climate change and would love to interview Greta about her inspiring protests. Would you be able to DM me? 🌍	0	Tweet
1098541969255608320	@ThirdOilCrisis	2019-02-21 16:46:30	Greta, climate change is not due to CO2 levels, but to astronomical factors, as we, informed scientists, now know.	0	Tweet
1098518472445710336	@BeeSting	2019-02-21 15:13:07	BRAINWASHED into believing in CLIMATE CHANGE .., DOESNT MAKE IT REAL !🤪🤪🤪	0	Tweet
1098518079879884800	@BeeSting	2019-02-21 15:11:34	& I hear YOU , & what I hear is that you have been totally BRAINWASHED !..Climate Change /Global Warming , is a CROCK OF U.N. environMENTAList CRAP !...I am 73 years old & it was hotter when I was a kid your age !!! & No air-conditioning back then either !	0	Tweet
1098510522096455680	@luciamelcal	2019-02-21 14:41:32	@ GretaThunberg talking about climate change in # rEUnaissance today and how we have to do something before 2020pic.twitter.com/Q99Fs8t9Kq	0	Tweet
1098510063650697218	@stefaniafacco_	2019-02-21 14:39:43	@ GretaThunberg was so inspiring talking at @ EU_EESC Civil Society for rEUnaissance conference this morning! Talking about emission codes, she reminds us to take action about climate change because the climate crisis is real. We are not puppets! # rEUnaissance # eesc # climatechange	0	Tweet
1098219790689337344	@WeVote4Pax	2019-02-20 19:26:16	Take a bite out of climate change via my links for options for climate action	0	Tweet
1098167975201378307	@David_R_Jordan	2019-02-20 16:00:22	This youth movement must have our support. My generation unwittingly caused climate change (breakdown), now that we know about it we must act.	0	Tweet
1098112895144026112	@stibinator	2019-02-20 12:21:30	Museums know that climate change is real. We don't want him either	0	Tweet
1098107594705530880	@Posthorne01	2019-02-20 12:00:27	A bit like 'climate change' which belongs in a church. Lots of faith, little science.	0	Tweet
1098084506114740225	@HeestermanNeil	2019-02-20 10:28:42	The more young people get involved in serious discussions about climate change the better. They will in 2050 experience the worst catastrophe (pictures77,80, 81,82 and 84 post 31 neilwilhees,blogspot,ca) 9000 year old pingos start releasing methane, which upon warming gets worse. pic.twitter.com/8dmIcesDB4	1	Tweet
1098073677059538945	@solarbetreiber	2019-02-20 09:45:40	Dear Greta, I started working for renewables almost your age 30 years ago and I'm annoyed too, we reached so little so far and still discussing same things about climate change all the time instead acting powerful - but your impulse is inspiring and motivating - thank you 🙏🌞🌍	0	Tweet
1098060512242237441	@danielx2	2019-02-20 08:53:21	@ GretaThunberg If you get a moment, Greta, you might enjoy hearing what Senator Sanders says here in reference to Global Climate Change. # ClimateChangeIsRealhttps://twitter.com/danielx2/status/1098058731206500352 …	0	Retweet
1098031301699878912	@ClimateZai	2019-02-20 06:57:17	Great retort. They are pushing the responsibility on the next generation rather than making the effort to fix things here and now. This apathy is one of the causes of the big awareness-action gap we have with climate change.	0	Tweet
1098016701801775104	@fan_couver	2019-02-20 05:59:16	@ GretaThunberg I’m with you I ain’t going to work until climate change happens.	0	Tweet
1097995653580574720	@The_PlugSeeker	2019-02-20 04:35:38	Hi Greta, you are an inspirational Climate Change activist. I support your fight for change. Us adults need to do our bit too! I am an electric car enthusiast trying to encourage others to ditch fossil fuel cars for EVs,as well as making other changes I can to reduce my impact.	1	Tweet
1097984670820487168	@maeve2taichi	2019-02-20 03:51:59	Climate change is not punishing enough?	1	Tweet
1097976686392401920	@FireDilo	2019-02-20 03:20:16	BOOM....drops keyboard! The skeletons of the old white men who allow climate change producing practices to continue out of pure greed and ignorance will desiccate in the overheated world they left for all our children.	1	Tweet
1097976386776715264	@Ruin__H	2019-02-20 03:19:04	@ GretaThunberg : you are right. Don't let people who won't bear climate change consequences explain you what's good for YOUR future. I support your fight. Kind regards.	0	Tweet
1097964191615311872	@Kiwikatz1	2019-02-20 02:30:37	govt bully boys at it again 😠the climate more important because the soo called adults not acting to stop climate change so our kids stepping up, good on them 👍👍👍	0	Tweet
1097962029963460609	@CarlMar91767057	2019-02-20 02:22:01	In order to solve the problems with climate change, you also need knowledge and power. How are you going to get this knowledge and power, when your grades are low because of absence from school? Can you please find a way for people to protest, that is not also self destructive?	0	Tweet
1097952761981923328	@Bigstarballs	2019-02-20 01:45:12	The punishment for not acting on climate change will be way worse. I say # FridaysForFuture. Now let’s go strike! You guys are amazing, keep up the awesomeness!!!	1	Tweet
1097951843681005569	@iMinds_TV	2019-02-20 01:41:33	This politician seems to forget that he is elected by the people with as a (public) mission to represent them, and should hear their voices, not to say that he should be pro-active by responsibility regarding the real threat that is Climate Change.	0	Tweet
1097946947116253185	@milanopizza1	2019-02-20 01:22:05	Me thinks Rob, Stokes a fire that will inflame students to come out in Waves of Fury🤭 can’t dampen the spirit of youth for climate change! # FridaysForFuture # ClimateStrike # StrikesMakeChange	0	Tweet
1097942665721606145	@BaxterPeterba	2019-02-20 01:05:04	@ RobStokesMP will shortly be out of a job at the next election if he continues to anger teachers, parents and children in his schools. The State election is just around the corner. Time to move on climate change Rob. Your job depends on it.	0	Tweet
1097941245769498624	@woods_walk	2019-02-20 00:59:26	Greta tells it like it is. The effects of unchecked climate change will be dire.	0	Tweet
1097914904218988545	@solutionaries7	2019-02-19 23:14:46	@ GretaThunberg Please advise / add to the list of climate change solutions that can have a real impact on this issue: http://www.howtostarttherevolution.org	0	Tweet
